"Budget","Project","Asset Name","Product","Date","Forecast Gross Risked Row","Actuals Gross Risked Row","Blended Gross Risked Row","FieldEst Gross Risked Row","FinActuals Gross Risked Row","FinBlend Gross Risked Row","Forecast Gross Unrisked Raw","Actuals Gross Unrisked Raw","Blended Gross Unrisked Raw","FieldEst Gross Unrisked Raw","FinActuals Gross Unrisked Raw","FinBlend Gross Unrisked Raw","Forecast Gross Risked Shrunk","Actuals Gross Risked Shrunk","Blended Gross Risked Shrunk","FieldEst Gross Risked Shrunk","FinActuals Gross Risked Shrunk","FinBlend Gross Risked Shrunk","Forecast Gross Unrisked Shrunk","Actuals Gross Unrisked Shrunk","Blended Gross Unrisked Shrunk","FieldEst Gross Unrisked Shrunk","FinActuals Gross Unrisked Shrunk","FinBlend Gross Unrisked Shrunk","Forecast Net Risked Raw","Actuals Net Risked Raw","Blended Net Risked Raw","FieldEst Net Risked Raw","FinActuals Net Risked Raw","FinBlend Net Risked Raw","Forecast Net Unrisked Raw","Actuals Net Unrisked Raw","Blended Net Unrisked Raw","FieldEst Net Unrisked Raw","FinActuals Net Unrisked Raw","FinBlend Net Unrisked Raw","Forecast Net Risked Sales","Actuals Net Risked Sales","Blended Net Risked Sales","FieldEst Net Risked Sales","FinActuals Net Risked Sales","FinBlend Net Risked Sales","Forecast Net Unrisked Sales","Actuals Net Unrisked Sales","Blended Net Unrisked Sales","FieldEst Net Unrisked Sales","FinActuals Net Unrisked Sales","FinBlend Net Unrisked Sales","Forecast Net Risked After Royalty","Actuals Net Risked After Royalty","Blended Net Risked After Royalty","FieldEst Net Risked After Royalty","FinActuals Net Risked After Royalty","FinBlend Net Risked After Royalty","Forecast Net Unrisked After Royalty","Actuals Net Unrisked After Royalty","Blended Net Unrisked After Royalty","FieldEst Net Unrisked After Royalty","FinActuals Net Unrisked After Royalty","FinBlend Net Unrisked After Royalty","Forecast Gross Unrisked Row","Forecast Gross Unrisked Row","Forecast Gross Unrisked Row","Forecast Gross Unrisked Row"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","Gas","2013-11-01","85811.75602808595","0.0","85811.75602808688","0.0","0.0","85811.75602808688","85811.75602808595","0.0","85811.75602808688","0.0","0.0","85811.75602808688","79804.93310611974","0.0","79804.9331061216","0.0","0.0","79804.9331061216","79804.93310611974","0.0","79804.9331061216","0.0","0.0","79804.9331061216","25743.52680842625","0.0","25743.526808426133","0.0","0.0","25743.526808426133","25743.52680842625","0.0","25743.526808426133","0.0","0.0","25743.526808426133","23941.479931835784","0.0","23941.479931836366","0.0","0.0","23941.479931836366","23941.479931835784","0.0","23941.479931836366","0.0","0.0","23941.479931836366","23941.479931835784","0.0","23941.479931836366","0.0","0.0","23941.479931836366","23941.479931835784","0.0","23941.479931836366","0.0","0.0","23941.479931836366","85811.75602808595","85811.75602808595","85811.75602808595","85811.75602808595"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","Gas","2013-12-01","90623.5098716747","0.0","90623.50987167284","0.0","0.0","90623.50987167284","90623.5098716747","0.0","90623.50987167284","0.0","0.0","90623.50987167284","84279.86418065708","0.0","84279.86418065522","0.0","0.0","84279.86418065522","84279.86418065708","0.0","84279.86418065522","0.0","0.0","84279.86418065522","27187.052961502457","0.0","27187.052961501642","0.0","0.0","27187.052961501642","27187.052961502457","0.0","27187.052961501642","0.0","0.0","27187.052961501642","25283.959254197078","0.0","25283.95925419673","0.0","0.0","25283.95925419673","25283.959254197078","0.0","25283.95925419673","0.0","0.0","25283.95925419673","25283.959254197078","0.0","25283.95925419673","0.0","0.0","25283.95925419673","25283.959254197078","0.0","25283.95925419673","0.0","0.0","25283.95925419673","90623.5098716747","90623.5098716747","90623.5098716747","90623.5098716747"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2011-01-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27838.696734330675","0.0","26936.369891947877","0.0","0.0","26936.369891947877","27838.696734330675","0.0","26936.369891947877","0.0","0.0","26936.369891947877","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8351.60902029919","0.0","8080.910967584363","0.0","0.0","8080.910967584363","8351.60902029919","0.0","8080.910967584363","0.0","0.0","8080.910967584363","8351.60902029919","0.0","8080.910967584363","0.0","0.0","8080.910967584363","8351.60902029919","0.0","8080.910967584363","0.0","0.0","8080.910967584363","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2011-02-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24909.058604976686","0.0","24909.05860497659","0.0","0.0","24909.05860497659","24909.058604976686","0.0","24909.05860497659","0.0","0.0","24909.05860497659","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7472.717581493052","0.0","7472.717581492976","0.0","0.0","7472.717581492976","7472.717581493052","0.0","7472.717581492976","0.0","0.0","7472.717581492976","7472.717581493052","0.0","7472.717581492976","0.0","0.0","7472.717581492976","7472.717581493052","0.0","7472.717581492976","0.0","0.0","7472.717581492976","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2011-03-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27319.56034635607","0.0","27319.56034635612","0.0","0.0","27319.56034635612","27319.56034635607","0.0","27319.56034635612","0.0","0.0","27319.56034635612","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8195.868103906832","0.0","8195.868103906838","0.0","0.0","8195.868103906838","8195.868103906832","0.0","8195.868103906838","0.0","0.0","8195.868103906838","8195.868103906832","0.0","8195.868103906838","0.0","0.0","8195.868103906838","8195.868103906832","0.0","8195.868103906838","0.0","0.0","8195.868103906838","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2011-04-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26182.251778023026","0.0","26182.25177802294","0.0","0.0","26182.25177802294","26182.251778023026","0.0","26182.25177802294","0.0","0.0","26182.25177802294","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7854.675533406902","0.0","7854.67553340688","0.0","0.0","7854.67553340688","7854.675533406902","0.0","7854.67553340688","0.0","0.0","7854.67553340688","7854.675533406902","0.0","7854.67553340688","0.0","0.0","7854.67553340688","7854.675533406902","0.0","7854.67553340688","0.0","0.0","7854.67553340688","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2011-05-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26793.002631858457","0.0","26793.002631858486","0.0","0.0","26793.002631858486","26793.002631858457","0.0","26793.002631858486","0.0","0.0","26793.002631858486","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8037.9007895574905","0.0","8037.900789557541","0.0","0.0","8037.900789557541","8037.9007895574905","0.0","8037.900789557541","0.0","0.0","8037.900789557541","8037.9007895574905","0.0","8037.900789557541","0.0","0.0","8037.900789557541","8037.9007895574905","0.0","8037.900789557541","0.0","0.0","8037.900789557541","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2011-06-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25677.614570034377","0.0","25677.614570034464","0.0","0.0","25677.614570034464","25677.614570034377","0.0","25677.614570034464","0.0","0.0","25677.614570034464","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7703.284371010333","0.0","7703.284371010348","0.0","0.0","7703.284371010348","7703.284371010333","0.0","7703.284371010348","0.0","0.0","7703.284371010348","7703.284371010333","0.0","7703.284371010348","0.0","0.0","7703.284371010348","7703.284371010333","0.0","7703.284371010348","0.0","0.0","7703.284371010348","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2011-07-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26276.59380054858","0.0","26276.593800548464","0.0","0.0","26276.593800548464","26276.59380054858","0.0","26276.593800548464","0.0","0.0","26276.593800548464","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7882.978140164545","0.0","7882.9781401645305","0.0","0.0","7882.9781401645305","7882.978140164545","0.0","7882.9781401645305","0.0","0.0","7882.9781401645305","7882.978140164545","0.0","7882.9781401645305","0.0","0.0","7882.9781401645305","7882.978140164545","0.0","7882.9781401645305","0.0","0.0","7882.9781401645305","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2011-08-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26017.983061452862","0.0","26017.983061453007","0.0","0.0","26017.983061453007","26017.983061452862","0.0","26017.983061453007","0.0","0.0","26017.983061453007","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7805.3949184358935","0.0","7805.394918435908","0.0","0.0","7805.394918435908","7805.3949184358935","0.0","7805.394918435908","0.0","0.0","7805.394918435908","7805.3949184358935","0.0","7805.394918435908","0.0","0.0","7805.394918435908","7805.3949184358935","0.0","7805.394918435908","0.0","0.0","7805.394918435908","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2011-09-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24934.858930193586","0.0","24934.858930193615","0.0","0.0","24934.858930193615","24934.858930193586","0.0","24934.858930193615","0.0","0.0","24934.858930193615","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7480.457679058076","0.0","7480.45767905809","0.0","0.0","7480.45767905809","7480.457679058076","0.0","7480.45767905809","0.0","0.0","7480.45767905809","7480.457679058076","0.0","7480.45767905809","0.0","0.0","7480.45767905809","7480.457679058076","0.0","7480.45767905809","0.0","0.0","7480.45767905809","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2011-10-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25516.511971765372","0.0","25516.511971765227","0.0","0.0","25516.511971765227","25516.511971765372","0.0","25516.511971765227","0.0","0.0","25516.511971765227","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7654.953591529658","0.0","7654.953591529556","0.0","0.0","7654.953591529556","7654.953591529658","0.0","7654.953591529556","0.0","0.0","7654.953591529556","7654.953591529658","0.0","7654.953591529556","0.0","0.0","7654.953591529556","7654.953591529658","0.0","7654.953591529556","0.0","0.0","7654.953591529556","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2011-11-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24454.2639951671","0.0","24454.263995167334","0.0","0.0","24454.263995167334","24454.2639951671","0.0","24454.263995167334","0.0","0.0","24454.263995167334","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7336.2791985501535","0.0","7336.279198550197","0.0","0.0","7336.279198550197","7336.2791985501535","0.0","7336.279198550197","0.0","0.0","7336.279198550197","7336.2791985501535","0.0","7336.279198550197","0.0","0.0","7336.279198550197","7336.2791985501535","0.0","7336.279198550197","0.0","0.0","7336.279198550197","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2011-12-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25024.706245191628","0.0","25024.70624519151","0.0","0.0","25024.70624519151","25024.706245191628","0.0","25024.70624519151","0.0","0.0","25024.70624519151","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7507.41187355743","0.0","7507.411873557445","0.0","0.0","7507.411873557445","7507.41187355743","0.0","7507.411873557445","0.0","0.0","7507.411873557445","7507.41187355743","0.0","7507.411873557445","0.0","0.0","7507.411873557445","7507.41187355743","0.0","7507.411873557445","0.0","0.0","7507.411873557445","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2012-01-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26352.14803508285","0.0","26352.14803508256","0.0","0.0","26352.14803508256","26352.14803508285","0.0","26352.14803508256","0.0","0.0","26352.14803508256","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7905.6444105248665","0.0","7905.644410524779","0.0","0.0","7905.644410524779","7905.6444105248665","0.0","7905.644410524779","0.0","0.0","7905.644410524779","7905.6444105248665","0.0","7905.644410524779","0.0","0.0","7905.644410524779","7905.6444105248665","0.0","7905.644410524779","0.0","0.0","7905.644410524779","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2012-02-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24417.164339744602","0.0","24417.164339744893","0.0","0.0","24417.164339744893","24417.164339744602","0.0","24417.164339744893","0.0","0.0","24417.164339744893","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7325.149301923375","0.0","7325.149301923462","0.0","0.0","7325.149301923462","7325.149301923375","0.0","7325.149301923462","0.0","0.0","7325.149301923462","7325.149301923375","0.0","7325.149301923462","0.0","0.0","7325.149301923462","7325.149301923375","0.0","7325.149301923462","0.0","0.0","7325.149301923462","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2012-03-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25852.48321945814","0.0","25852.48321945808","0.0","0.0","25852.48321945808","25852.48321945814","0.0","25852.48321945808","0.0","0.0","25852.48321945808","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7755.744965837424","0.0","7755.7449658374535","0.0","0.0","7755.7449658374535","7755.744965837424","0.0","7755.7449658374535","0.0","0.0","7755.7449658374535","7755.744965837424","0.0","7755.7449658374535","0.0","0.0","7755.7449658374535","7755.744965837424","0.0","7755.7449658374535","0.0","0.0","7755.7449658374535","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2012-04-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24776.248817973654","0.0","24776.248817973712","0.0","0.0","24776.248817973712","24776.248817973654","0.0","24776.248817973712","0.0","0.0","24776.248817973712","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7432.87464539209","0.0","7432.874645392076","0.0","0.0","7432.874645392076","7432.87464539209","0.0","7432.874645392076","0.0","0.0","7432.874645392076","7432.87464539209","0.0","7432.874645392076","0.0","0.0","7432.874645392076","7432.87464539209","0.0","7432.874645392076","0.0","0.0","7432.874645392076","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2012-05-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25354.201976804296","0.0","25354.201976804412","0.0","0.0","25354.201976804412","25354.201976804296","0.0","25354.201976804412","0.0","0.0","25354.201976804412","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7606.260593041312","0.0","7606.260593041312","0.0","0.0","7606.260593041312","7606.260593041312","0.0","7606.260593041312","0.0","0.0","7606.260593041312","7606.260593041312","0.0","7606.260593041312","0.0","0.0","7606.260593041312","7606.260593041312","0.0","7606.260593041312","0.0","0.0","7606.260593041312","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2012-06-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24298.71093720221","0.0","24298.71093720192","0.0","0.0","24298.71093720192","24298.71093720221","0.0","24298.71093720192","0.0","0.0","24298.71093720192","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7289.613281160651","0.0","7289.613281160608","0.0","0.0","7289.613281160608","7289.613281160651","0.0","7289.613281160608","0.0","0.0","7289.613281160608","7289.613281160651","0.0","7289.613281160608","0.0","0.0","7289.613281160608","7289.613281160651","0.0","7289.613281160608","0.0","0.0","7289.613281160608","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2012-07-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24865.524616093608","0.0","24865.524616093608","0.0","0.0","24865.524616093608","24865.524616093608","0.0","24865.524616093608","0.0","0.0","24865.524616093608","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7459.657384828111","0.0","7459.657384828082","0.0","0.0","7459.657384828082","7459.657384828111","0.0","7459.657384828082","0.0","0.0","7459.657384828082","7459.657384828111","0.0","7459.657384828082","0.0","0.0","7459.657384828082","7459.657384828111","0.0","7459.657384828082","0.0","0.0","7459.657384828082","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2012-08-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24620.80143211689","0.0","24620.801432117063","0.0","0.0","24620.801432117063","24620.80143211689","0.0","24620.801432117063","0.0","0.0","24620.801432117063","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7386.240429635014","0.0","7386.2404296351015","0.0","0.0","7386.2404296351015","7386.240429635014","0.0","7386.2404296351015","0.0","0.0","7386.2404296351015","7386.240429635014","0.0","7386.2404296351015","0.0","0.0","7386.2404296351015","7386.240429635014","0.0","7386.2404296351015","0.0","0.0","7386.2404296351015","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2012-09-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23595.841730241198","0.0","23595.841730240965","0.0","0.0","23595.841730240965","23595.841730241198","0.0","23595.841730240965","0.0","0.0","23595.841730240965","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7078.752519072412","0.0","7078.7525190723245","0.0","0.0","7078.7525190723245","7078.752519072412","0.0","7078.7525190723245","0.0","0.0","7078.7525190723245","7078.752519072412","0.0","7078.7525190723245","0.0","0.0","7078.7525190723245","7078.752519072412","0.0","7078.7525190723245","0.0","0.0","7078.7525190723245","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2012-10-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24146.259647152503","0.0","24146.259647152736","0.0","0.0","24146.259647152736","24146.259647152503","0.0","24146.259647152736","0.0","0.0","24146.259647152736","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7243.8778941456985","0.0","7243.877894145815","0.0","0.0","7243.877894145815","7243.8778941456985","0.0","7243.877894145815","0.0","0.0","7243.877894145815","7243.8778941456985","0.0","7243.877894145815","0.0","0.0","7243.877894145815","7243.8778941456985","0.0","7243.877894145815","0.0","0.0","7243.877894145815","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2012-11-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23141.055037643528","0.0","23141.055037643644","0.0","0.0","23141.055037643644","23141.055037643528","0.0","23141.055037643644","0.0","0.0","23141.055037643644","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6942.316511293087","0.0","6942.316511293058","0.0","0.0","6942.316511293058","6942.316511293087","0.0","6942.316511293058","0.0","0.0","6942.316511293058","6942.316511293087","0.0","6942.316511293058","0.0","0.0","6942.316511293058","6942.316511293087","0.0","6942.316511293058","0.0","0.0","6942.316511293058","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2012-12-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23680.86418938171","0.0","23680.864189381828","0.0","0.0","23680.864189381828","23680.86418938171","0.0","23680.864189381828","0.0","0.0","23680.864189381828","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7104.259256814548","0.0","7104.259256814548","0.0","0.0","7104.259256814548","7104.259256814548","0.0","7104.259256814548","0.0","0.0","7104.259256814548","7104.259256814548","0.0","7104.259256814548","0.0","0.0","7104.259256814548","7104.259256814548","0.0","7104.259256814548","0.0","0.0","7104.259256814548","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2013-01-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20524.622532827663","0.0","20524.622532827663","0.0","0.0","20524.622532827663","20524.622532827663","0.0","20524.622532827663","0.0","0.0","20524.622532827663","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6157.386759848276","0.0","6157.386759848305","0.0","0.0","6157.386759848305","6157.386759848276","0.0","6157.386759848305","0.0","0.0","6157.386759848305","6157.386759848276","0.0","6157.386759848305","0.0","0.0","6157.386759848305","6157.386759848276","0.0","6157.386759848305","0.0","0.0","6157.386759848305","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2013-02-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18364.689640257973","0.0","18364.689640257624","0.0","0.0","18364.689640257624","18364.689640257973","0.0","18364.689640257624","0.0","0.0","18364.689640257624","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5509.406892077357","0.0","5509.406892077299","0.0","0.0","5509.406892077299","5509.406892077357","0.0","5509.406892077299","0.0","0.0","5509.406892077299","5509.406892077357","0.0","5509.406892077299","0.0","0.0","5509.406892077299","5509.406892077357","0.0","5509.406892077299","0.0","0.0","5509.406892077299","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2013-03-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20141.879098106758","0.0","20141.879098106758","0.0","0.0","20141.879098106758","20141.879098106758","0.0","20141.879098106758","0.0","0.0","20141.879098106758","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6042.563729432062","0.0","6042.563729432033","0.0","0.0","6042.563729432033","6042.563729432062","0.0","6042.563729432033","0.0","0.0","6042.563729432033","6042.563729432062","0.0","6042.563729432033","0.0","0.0","6042.563729432033","6042.563729432062","0.0","6042.563729432033","0.0","0.0","6042.563729432033","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2013-04-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19303.376157716266","0.0","19303.3761577165","0.0","0.0","19303.3761577165","19303.376157716266","0.0","19303.3761577165","0.0","0.0","19303.3761577165","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5791.012847314938","0.0","5791.012847314909","0.0","0.0","5791.012847314909","5791.012847314938","0.0","5791.012847314909","0.0","0.0","5791.012847314909","5791.012847314938","0.0","5791.012847314909","0.0","0.0","5791.012847314909","5791.012847314938","0.0","5791.012847314909","0.0","0.0","5791.012847314909","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2013-05-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19753.66414555558","0.0","19753.66414555558","0.0","0.0","19753.66414555558","19753.66414555558","0.0","19753.66414555558","0.0","0.0","19753.66414555558","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5926.099243666569","0.0","5926.099243666686","0.0","0.0","5926.099243666686","5926.099243666569","0.0","5926.099243666686","0.0","0.0","5926.099243666686","5926.099243666569","0.0","5926.099243666686","0.0","0.0","5926.099243666686","5926.099243666569","0.0","5926.099243666686","0.0","0.0","5926.099243666686","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2013-06-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18931.322526441072","0.0","18931.322526440956","0.0","0.0","18931.322526440956","18931.322526441072","0.0","18931.322526440956","0.0","0.0","18931.322526440956","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5679.39675793238","0.0","5679.3967579322925","0.0","0.0","5679.3967579322925","5679.39675793238","0.0","5679.3967579322925","0.0","0.0","5679.3967579322925","5679.39675793238","0.0","5679.3967579322925","0.0","0.0","5679.3967579322925","5679.39675793238","0.0","5679.3967579322925","0.0","0.0","5679.3967579322925","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2013-07-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19372.931655223365","0.0","19372.931655223365","0.0","0.0","19372.931655223365","19372.931655223365","0.0","19372.931655223365","0.0","0.0","19372.931655223365","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5811.8794965670095","0.0","5811.8794965670095","0.0","0.0","5811.8794965670095","5811.8794965670095","0.0","5811.8794965670095","0.0","0.0","5811.8794965670095","5811.8794965670095","0.0","5811.8794965670095","0.0","0.0","5811.8794965670095","5811.8794965670095","0.0","5811.8794965670095","0.0","0.0","5811.8794965670095","0.0","0.0","0.0","0.0"
"Training Forecast","Saskatchewan Bakken","Bakken Base Well 2","LPGs","2013-08-01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19182.265840170905","0.0","19182.265840170905","0.0","0.0","19182.265840170905","19182.265840170905","0.0","19182.265840170905","0.0","0.0","19182.265840170905","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5754.679752051248","0.0","5754.679752051248","0.0","0.0","5754.679752051248","5754.679752051248","0.0","5754.679752051248","0.0","0.0","5754.679752051248","5754.679752051248","0.0","5754.679752051248","0.0","0.0","5754.679752051248","5754.679752051248","0.0","5754.679752051248","0.0","0.0","5754.679752051248","0.0","0.0","0.0","0.0"
